path,label_idx,split,label
/content/data/unified/Tomato_Bacterial_spot/a85b3db9-6b49-4ce8-91ce-97ce0abb9758___GCREC_Bact.Sp 3412_8989010734926669396.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Pepper__bell__healthy/8fef0301-cadf-46db-893e-3ae309faf40b___JR_HL 8050_6976739687747330347.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Septoria_leaf_spot/1585bf58-6209-411e-92e5-84d55162dec8___Matt.S_CG 7594_4755367123001240333.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Septoria_leaf_spot/d9414fca-6dbf-4c2c-b2fb-2ea61ea07028___Matt.S_CG 0728_2728328083542407648.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/799290e1-0cb6-49b8-b411-9f76491c0622___YLCV_GCREC 2682_3335441965535391415.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/26a363c9-aa30-4e63-bdec-cc26f273656b___Com.G_SpM_FL 1351_6778177248642784596.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Late_blight/5e85791b-b3a7-430e-b3af-e244c2d16f31___GHLB2 Leaf 8747_7402947093349921128.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_healthy/a05f8f2d-6ac6-45d8-b7ad-394bbda892fc___RS_HL 0613_8180185891602626811.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato_healthy/c9f92d4b-9d9c-4932-ba1b-bc290987c154___RS_HL 0350_8183713096410050596.jpg,14,train,Tomato_healthy
/content/data/unified/Pepper__bell__healthy/fb974d64-1b7a-4d68-8ddb-1b8ed3011f25___JR_HL 5899_8641246599921991187.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Bacterial_spot/a4b7b495-fe70-4c3e-9ab8-e9a290fdf87f___GCREC_Bact.Sp 5610_8481338000116868218.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Bacterial_spot/2fa6fe6b-a7dc-471e-a878-b8d8e0121126___GCREC_Bact.Sp 3159_8447200331564260965.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Septoria_leaf_spot/fa6c2874-7c49-4a31-a962-cfbe34395287___Matt.S_CG 0926_3620579271188405888.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Septoria_leaf_spot/95968140-306b-45b7-9bb0-bb475995d29c___JR_Sept.L.S 2580_8615577338177257376.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Pepper__bell__healthy/2b0eaba8-5c38-4eb2-8629-7b967cfd2b20___JR_HL 8062_4588295407935098915.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Late_blight/d87455f4-a924-426a-8c62-b9870b8a6d34___RS_Late.B 6024_4490493541010801152.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_healthy/e0d2d9f6-b29e-4cd8-8c2b-7d462271ceb3___RS_HL 9787_5173038727240216073.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato_Bacterial_spot/34ac5364-da6b-4a03-a37f-44fd1ad2144a___GCREC_Bact.Sp 2957_1668173175242898077.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Septoria_leaf_spot/5f7491e4-9eff-428c-a20d-06717a46e6a6___Matt.S_CG 7396_8809860642725735071.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Pepper__bell__healthy/3dbd080a-21d0-4fb0-8c31-9638c6030943___JR_HL 5817_301890498776354502.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato__Target_Spot/9ee33eba-abc6-4f16-a292-46d0ded8e88d___Com.G_TgS_FL 9797_148078990439719971.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/292911d9-012e-422d-93ba-3e8ef50a749f___YLCV_NREC 0141_7424319682882907018.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Pepper__bell__healthy/529dc793-fa77-4aab-90af-1c61539f9aee___JR_HL 8429_408983083887791551.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/434178e7-695a-4ac5-a330-00d9a7984d93___YLCV_GCREC 5463_235737239688626337.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Early_blight/38c6a01b-91c0-431b-8f58-05fa43cf94b7___RS_Erly.B 9408_3588270194353991766.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato_Leaf_Mold/4c7e93da-6c5a-4423-89f3-db15242fd53a___Crnl_L.Mold 8703_6971727532636294064.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/ab4386a4-d905-4a3a-aa19-8c3a76fabd75___Com.G_SpM_FL 8713_918153651056515159.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Late_blight/b9b1cf81-a68a-48a5-b3f2-25b45ecc81f7___RS_Late.B 5423_1961936552421169332.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Early_blight/6b9b4ddb-9ac0-4da5-9176-24c325bd6037___RS_Erly.B 7392_3810989504002215404.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/3fe2b8ea-2a58-4666-955c-bfc42c89e7bf___YLCV_NREC 2208_4420740354496370515.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_healthy/83eb200d-ef9d-4b98-b4c1-58b7f0b169e4___RS_HL 0421_814179955552562910.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato_Early_blight/cf2919ca-2b62-4f23-8a55-5dfa953db83c___RS_Erly.B 7352_4598339092703743294.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato__Target_Spot/ee3e7aed-3223-4911-aa80-3ec36732a47a___Com.G_TgS_FL 8089_8115564047948839043.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato_Leaf_Mold/6fd472fe-cc75-4762-a3fa-2428649907c8___Crnl_L.Mold 7156_6811973812604470934.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/6acdfc27-7fc5-47c9-bbe9-153ac4a3b797___Com.G_SpM_FL 9014_9062347192055541942.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Septoria_leaf_spot/f449911c-51bb-42e0-858a-68259c0edcf0___Matt.S_CG 7566_6398687725818321149.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/87e2c18a-a5cd-41f6-8b43-ca1be81612dd___YLCV_GCREC 2777_6870462638507441127.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Bacterial_spot/a0b883b2-3c90-41f0-a3fa-b47eac1f5812___UF.GRC_BS_Lab Leaf 9013_1279303172337591706.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Late_blight/851d91ae-4a1f-448e-afdc-09a961345353___RS_Late.B 5466_6352630998553133269.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Late_blight/d45e9f86-2819-4c41-886c-73b7012674b3___GHLB Leaf 2 Day 16 _958948345358698274.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Bacterial_spot/affd3581-6323-43a3-87d6-31f6449fbf2a___GCREC_Bact.Sp 2990_4852212396674658077.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Leaf_Mold/6a72d24d-5705-4647-8a8c-77d2f268c08a___Crnl_L.Mold 8708_7142356706409155390.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Potato__Early_blight/f3ad73cc-2e88-4157-97ea-d57d87c5760c___RS_Early.B 6687_7693394652807478908.jpg,2,train,Potato__Early_blight
/content/data/unified/Pepper__bell__Bacterial_spot/8abde119-2bdc-4a2f-9f83-3c4f0680f565___NREC_B.Spot 1912_1340320421974987655.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato_Bacterial_spot/090e981e-4e75-48db-806d-c28c970f3c9a___UF.GRC_BS_Lab Leaf 9256_5954878952393484816.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Bacterial_spot/5a198510-9f1e-4699-b747-d0b1c0892756___UF.GRC_BS_Lab Leaf 0768_2799596043715916317.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Late_blight/4c42cb8f-e57f-48a5-bff2-8a8629d7505b___RS_Late.B 6869_8199158195899164848.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Early_blight/f8aaa5e3-fe38-4815-8f1d-8ca71db15a8f___RS_Erly.B 7511_5225911655539399547.jpg,6,train,Tomato_Early_blight
/content/data/unified/Pepper__bell__healthy/ed249004-bba6-4111-b96e-5189175ec8e5___JR_HL 8608_1913943646813394772.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Bacterial_spot/c2d782db-6a77-4ab8-bd0a-c0ca6c2bec7e___GCREC_Bact.Sp 3263_7929210802966899143.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Late_blight/84b7d3ab-56ae-4eef-a852-7b32f3ef0160___GHLB2 Leaf 150_2043997603088802360.jpg,7,train,Tomato_Late_blight
/content/data/unified/Pepper__bell__Bacterial_spot/8bd00ab3-c739-4483-99f5-5d1d5f67386e___NREC_B.Spot 9163_6070087719524437631.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato_Late_blight/0da23640-656e-4f03-be14-4b4b36811861___GHLB2 Leaf 9072_1109440051089768347.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Septoria_leaf_spot/53a7965b-5e0e-41a6-a65a-cd6833f68087___Keller.St_CG 1968_6883910036557392152.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato__Tomato_mosaic_virus/b71a5d29-e7db-4be7-b919-e41a035c3928___PSU_CG 2212_4074664756141076023.jpg,13,train,Tomato__Tomato_mosaic_virus
/content/data/unified/Pepper__bell__Bacterial_spot/d00ae91b-e539-4877-ad89-ba6086bbeaf2___JR_B.Spot 9096_1881983763334008296.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/6cc782cb-b61e-40a1-8feb-bb205a36c161___Com.G_SpM_FL 1437_3629539459671838705.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Bacterial_spot/91e017a6-9d9e-4e53-9d45-fad0cb79b20d___GCREC_Bact.Sp 6014_4776789444702569160.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Bacterial_spot/fc1e1857-486c-485e-b9b4-4d1cf6ccb3b7___GCREC_Bact.Sp 6185_273479767874279994.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Pepper__bell__healthy/a8d0f75a-6f10-44db-b6c4-72f19646167d___JR_HL 5892_7797628395668513443.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Early_blight/6f8046e5-2fc8-4243-a887-b4e99d16397d___RS_Erly.B 6471_1254320307747330295.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato_Bacterial_spot/a37c30d3-2d4a-49f0-af5b-5ddc9c37baf8___GCREC_Bact.Sp 6038_749663708999499389.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Potato__Late_blight/6463a976-e8e1-4698-8044-c1b6db0ef5ee___RS_LB 4741_5825326474723233079.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Late_blight/354a2aba-3f4a-4fc4-9598-cdbe291ed167___RS_Late.B 7098_6175454834650863990.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/4862e396-e2c6-4900-ae7c-f13215876338___UF.GRC_YLCV_Lab 01620_763820979654341330.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Late_blight/8bae80d9-576c-4930-8c75-f6df2be339de___RS_Late.B 4912_810791053338655538.jpg,7,train,Tomato_Late_blight
/content/data/unified/Potato__Early_blight/320be8ee-2f9a-48f2-86fa-1c1d993a2fe2___RS_Early.B 8186_2421917881238727784.jpg,2,train,Potato__Early_blight
/content/data/unified/Tomato_Bacterial_spot/88952ffa-2794-4088-8e71-ea69de1dc141___GCREC_Bact.Sp 3612_4702700451843526203.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato__Target_Spot/c47422bf-8899-4aec-a29b-1fd737292bf7___Com.G_TgS_FL 9868_5873892222547292833.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Tomato_healthy/f0068af9-0c54-4a08-8cf1-3890bead99d0___RS_HL 0336_6081952680770233764.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato_Leaf_Mold/447ca40f-8640-43d7-b7af-3372e8afbfba___Crnl_L.Mold 8870_4813943147620861127.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Late_blight/1ac4f6ea-d2d0-4b94-93f0-788a5e92fe90___GHLB2 Leaf 8707_8059046451066318127.jpg,7,train,Tomato_Late_blight
/content/data/unified/Potato__Early_blight/68662e76-300e-49f6-8467-27dd63aa18ed___RS_Early.B 7163_947368014819615819.jpg,2,train,Potato__Early_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/1c1e1887-c9f8-4498-8ed5-4b09931946e0___UF.GRC_YLCV_Lab 03400_4108033330310371712.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Late_blight/a01034d4-69a1-4a6f-b05a-9561acba2ff2___GHLB2 Leaf 9057_8252270084263988424.jpg,7,train,Tomato_Late_blight
/content/data/unified/Potato__Late_blight/794ef65d-1a4c-445a-b77c-f00d36ec82c6___RS_LB 2869_965422533151770391.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/89f4ab7d-764f-4df5-b244-51c50ce68836___UF.GRC_YLCV_Lab 01460_1130736975203320520.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Pepper__bell__healthy/fa421fcb-ba24-4562-bf15-0ba854194d70___JR_HL 7641_8598915421652525759.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Potato__healthy/8b2ce6b6-f00a-4f25-ac6d-4249dd7dc5f6___RS_HL 1890_2709636418235844992.jpg,4,train,Potato__healthy
/content/data/unified/Potato__Early_blight/5585ecfc-6e6e-4544-8e6d-180d958b7211___RS_Early.B 7619_2757666687730030994.jpg,2,train,Potato__Early_blight
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/d4e977cb-3fb3-4c10-bdf7-5fd5dd76fcfa___Com.G_SpM_FL 9592_2837465386183432238.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/72f3fc35-18ab-47ab-b980-fdd02383cc82___YLCV_GCREC 2032_2527584933199332814.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_healthy/d06e33fb-58bf-440f-9dbc-a1ceec9abaea___GH_HL Leaf 383_6249771407960698166.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato__Tomato_mosaic_virus/cc8059de-bae3-4ace-b6a5-f12a07fef342___PSU_CG 2410_3389710132843724900.jpg,13,train,Tomato__Tomato_mosaic_virus
/content/data/unified/Tomato_healthy/5d1894ec-b384-4a2a-951c-0ef866776500___GH_HL Leaf 523.4_2275083246930131544.jpg,14,train,Tomato_healthy
/content/data/unified/Pepper__bell__healthy/6c8f7323-5d71-44d3-8d30-825f91de854a___JR_HL 7577_716352606421494687.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Pepper__bell__healthy/206df1c4-53c0-4678-9d2a-61f431aa7e73___JR_HL 8168_6599230849539127764.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Potato__healthy/882798ca-67c3-45a3-86cf-4aed69388145___RS_HL 1750_10086469590554821.jpg,4,train,Potato__healthy
/content/data/unified/Tomato_Late_blight/bb1be648-63dc-4973-8c88-f3de0dff30f4___RS_Late.B 6030_8684875729397747831.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/5d209c37-f93b-44f3-a0b6-1df6da4ca057___UF.GRC_YLCV_Lab 03353_4224507187178818212.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Septoria_leaf_spot/2142a16f-dd81-4045-8ea8-1bb853595821___JR_Sept.L.S 2523_3834541544952884824.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Bacterial_spot/abaa3e58-7511-4988-a555-b436b0aae002___GCREC_Bact.Sp 6161_5661939058026857340.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Late_blight/58a1fb7e-5af6-42f1-8694-c76fd80ebf05___RS_Late.B 7108_4536309487861075375.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_healthy/167247af-fd67-4b70-a72e-052dc5ea863b___GH_HL Leaf 388.1_8520478695774044918.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato_Early_blight/99ea67c9-4c24-40b3-8a62-88233a53dc4a___RS_Erly.B 7522_7480842179455160011.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/e888eec7-f355-4611-a28f-137f034474e5___Com.G_SpM_FL 8847_7340184656412423303.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/ff20d775-59a6-437c-9039-f72d07aa4484___Com.G_SpM_FL 8524_2236607163296610879.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Pepper__bell__healthy/95c1d651-27ca-49cd-95f9-fa7a42a14d49___JR_HL 8221_5452177839477184621.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/13364b53-0b4d-43da-8543-6e17de421712___UF.GRC_YLCV_Lab 01665_300931632684170534.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/47a08ac1-44a2-4302-825d-ba23f6645233___UF.GRC_YLCV_Lab 08580_8968522354113655415.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_healthy/b92d2f0f-ba99-44bd-be14-a5ad7763543f___RS_HL 9953_1354237897531869616.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato_Bacterial_spot/e818ebcc-f37e-41c7-beae-0cb76e113a36___UF.GRC_BS_Lab Leaf 8705_5938951969766928429.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Pepper__bell__Bacterial_spot/113d374f-8b12-454c-84cc-ee91043bc988___NREC_B.Spot 9146_1411266842653353673.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato_Septoria_leaf_spot/d40f02b5-280d-49f7-8aad-a3379e2fbd07___JR_Sept.L.S 2474_1721419639581455343.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Potato__Early_blight/ba5dfd98-89d6-49d5-b398-beb05cb9d8ad___RS_Early.B 7824_5984662326037590778.jpg,2,train,Potato__Early_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/35b7e85b-a3b2-4e34-96a1-cd9fd35e6c39___YLCV_NREC 2831_8110030437876966469.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_healthy/3f1ce663-3715-4220-bbce-93bcc9f0c478___GH_HL Leaf 311_2792887015228887663.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato_Late_blight/d8856c76-c822-408c-9113-e1eadedb5cba___RS_Late.B 5491_6361777541176232720.jpg,7,train,Tomato_Late_blight
/content/data/unified/Potato__Late_blight/a440233c-0ef8-408f-8ebb-1c12e8bc4464___RS_LB 4768_1445751044854423975.jpg,3,train,Potato__Late_blight
/content/data/unified/Potato__Late_blight/08ce9666-2dda-4fa8-8d58-55bb9fa19484___RS_LB 3318_9159594263606168915.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Late_blight/be5c294b-38cc-44b8-b404-ab7d899cb717___GHLB2 Leaf 161.1_8875269606729398897.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato_Early_blight/eefcdf5d-5207-47ca-916d-0479f010bae8___RS_Erly.B 9482_5856618449802515177.jpg,6,train,Tomato_Early_blight
/content/data/unified/Pepper__bell__healthy/dd87a0c1-aa21-4ad9-8f89-21735ee16a26___JR_HL 8097_9002813322212934602.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Leaf_Mold/c6583f61-77e9-4417-aed3-44198e567580___Crnl_L.Mold 8947_3576239932651387018.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Pepper__bell__Bacterial_spot/3fdbfdf3-ae31-49eb-8012-04cb4d3fc051___NREC_B.Spot 1973_2439370740292213466.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato_Leaf_Mold/dbbb1200-16e8-4842-acbf-57ccd1afc2dc___Crnl_L.Mold 7035_6216957323276231656.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Early_blight/d4d20c99-4cf3-4ecc-95ae-a964560cfeed___RS_Erly.B 9604_4821806804184780468.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato_Early_blight/a00845f3-9a14-474b-967c-82b7ea7b314f___RS_Erly.B 7550_4750306332526307484.jpg,6,train,Tomato_Early_blight
/content/data/unified/Tomato_Leaf_Mold/58716bd0-de1b-480d-9381-af08e2f13813___Crnl_L.Mold 6732_9198104818260876228.jpg,8,train,Tomato_Leaf_Mold
/content/data/unified/Tomato_Bacterial_spot/c95ec538-9ce6-4ed7-9ba8-224debe0ee64___UF.GRC_BS_Lab Leaf 0891_2093988496105099163.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/8a55bbbe-6393-4ba5-b2b6-94fcc8a2c41d___YLCV_GCREC 5373_7215829033124627690.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Pepper__bell__Bacterial_spot/abc52078-90cf-426a-8ed8-602a35243d3e___NREC_B.Spot 9221_9067913345484301820.jpg,0,train,Pepper__bell__Bacterial_spot
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/ca6db98a-6847-4959-83ff-505210ad6ee5___Com.G_SpM_FL 1669_2206865735991872294.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/4ad01f87-c626-49e6-b683-188155a87116___UF.GRC_YLCV_Lab 02238_2703310421093898490.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Early_blight/1e02dbef-ecc2-4c1b-ae5a-b90057505574___RS_Erly.B 9475_4619381681540784006.jpg,6,train,Tomato_Early_blight
/content/data/unified/Pepper__bell__healthy/ad4ccae1-2313-4ca6-9486-88caef4bd7ba___JR_HL 8603_7479413263496374153.jpg,1,train,Pepper__bell__healthy
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/eaf27f54-d679-4fec-831a-41d1d18b286d___Com.G_SpM_FL 8455_8584435699039054093.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Bacterial_spot/e0d1e45d-0a01-4d79-8766-11d842cc7155___UF.GRC_BS_Lab Leaf 8804_2966476063632156714.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/6ff8f2bf-6ba0-417b-8f85-736d191eca9b___YLCV_GCREC 2835_4070584230943827390.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Potato__Late_blight/5e356292-3046-4967-b1e7-f3e5cf7d0f75___RS_LB 4459_3101750337095500552.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Septoria_leaf_spot/1ea484d8-6ebf-4d95-81b1-1c7f78e92015___JR_Sept.L.S 8425_3648275516573368978.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_Bacterial_spot/c7b8365c-bb15-4afb-84e2-6b85f0f9cef5___GCREC_Bact.Sp 6245_1428151073521473049.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato_Septoria_leaf_spot/4685caac-cd9f-45ff-b1c6-58bdc706d0c7___Matt.S_CG 6762_8875207999080454482.jpg,9,train,Tomato_Septoria_leaf_spot
/content/data/unified/Tomato_healthy/dc51f65e-d2d7-43f1-be27-063700a89eba___RS_HL 9951_5931044666009821956.jpg,14,train,Tomato_healthy
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/615e005c-feb3-4319-b4f6-6c1ec32fe1cf___UF.GRC_YLCV_Lab 02036_7633201365367517194.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/59f8f709-0749-4c0c-b739-2b94bcf650d4___YLCV_GCREC 2749_4894090541780468633.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Potato__Early_blight/1328ae8b-76e1-42e9-a0c4-7dd0612fdf99___RS_Early.B 8303_6361121533571216935.jpg,2,train,Potato__Early_blight
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/aeae9e3c-ec84-4fa5-8c52-ab488c6a81f7___Com.G_SpM_FL 8765_4083769254984826064.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_Bacterial_spot/29a61150-5453-4a76-88eb-2e97a8f4c400___GCREC_Bact.Sp 6345_1716474876830601058.jpg,5,train,Tomato_Bacterial_spot
/content/data/unified/Tomato__Target_Spot/ec316dbd-7baa-45e1-bd8d-278129987fec___Com.G_TgS_FL 1095_810363145912596136.jpg,11,train,Tomato__Target_Spot
/content/data/unified/Potato__Late_blight/6d31cafb-4cf9-455b-ac89-487444b650f7___RS_LB 4236_6731266274666770948.jpg,3,train,Potato__Late_blight
/content/data/unified/Tomato_Late_blight/157250ce-f291-48ec-9d81-184af5400f90___RS_Late.B 6652_2908469537206354197.jpg,7,train,Tomato_Late_blight
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/2c6a74f2-1457-428e-87f0-5d7dc875a0f6___YLCV_NREC 0078_2883311146428740867.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/47ce6359-5a16-46ea-bdeb-44a795edd402___UF.GRC_YLCV_Lab 03058_4623882186697361372.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato__Tomato_YellowLeaf__Curl_Virus/3ba3682a-ae6e-4b3b-9209-e3164f00b6fe___UF.GRC_YLCV_Lab 08544_2044086189693890511.jpg,12,train,Tomato__Tomato_YellowLeaf__Curl_Virus
/content/data/unified/Tomato_Spider_mites_Two_spotted_spider_mite/410da855-d70e-40d5-8aa3-23e472c1ab99___Com.G_SpM_FL 8433_1683421127530051731.jpg,10,train,Tomato_Spider_mites_Two_spotted_spider_mite
/content/data/unified/Tomato_healthy/dc3a13dc-a628-433f-a038-a3f377bc608e___GH_HL Leaf 422_1064973735441968002.jpg,14,train,Tomato_healthy
